fixation_id	fixation_run_id	fixation_start_event_time	fixation_target	source_file_line	system_time	tracker_time	duration	date_hour	chunk	chunk_num	event	event_numeric	experiment
2db25e90-d720-4a0f-8397-eca5fc530bc5	1702677842812	133422869441864396	2	81	1697813344185	1697814581803059	489	2023-10-20T11:49:04.185000000	chunk4	4	bottom-up-inside	2	01
a3173780-47e8-46be-a7eb-3a9e4f060db3	1702677842812	133422869447161026	2	84	1697813344715	1697814582332942	419	2023-10-20T11:49:04.715000000	chunk5	5	top-down-inside	1	01
068ff1c4-3a1a-4dae-85e5-24aa699c6ff1	1702677842812	133422869453326958	2	83	1697813345331	1697814582949610	5043	2023-10-20T11:49:05.331000000	chunk5	5	bottom-up-inside	2	01
a1c7588a-816e-424f-af07-ef29f17a8e72	1702677842812	133422869504042961	2	78	1697813350403	1697814588018903	365	2023-10-20T11:49:10.403000000	chunk3	3	top-down-inside	1	01
2fd61d07-d2ce-4d4c-b55f-5b1da7f48b69	1702677842812	133422869508053781	2	76	1697813350804	1697814588422111	427	2023-10-20T11:49:10.804000000	chunk2	2	top-down-inside	1	01
671740d6-07fb-44b3-87d9-62131fe08c20	1702677842812	133422869512653704	2	81	1697813351265	1697814588882098	221	2023-10-20T11:49:11.265000000	chunk4	4	top-down-inside	1	01
0826681b-382a-4b34-9c50-5abe1c83a6b6	1702677842812	133422869515253283	2	82	1697813351524	1697814589142029	173	2023-10-20T11:49:11.524000000	chunk4	4	bottom-up-inside	2	01
ef80ba0b-bdd4-4a16-868a-66d186adf0d0	1702677842812	133422869517410913	2	82	1697813351740	1697814589355343	616	2023-10-20T11:49:11.740000000	chunk4	4	bottom-up-inside	2	01
8f1662b7-5155-4879-bbda-5400273ebbd2	1702677842812	133422869529038594	2	84	1697813352903	1697814590518574	201	2023-10-20T11:49:12.903000000	chunk5	5	top-down-inside	1	01
fde777ee-9a8b-4c27-95e7-a71d882e9dd5	1702677842812	133422869531461860	2	81	1697813353145	1697814590751821	156	2023-10-20T11:49:13.145000000	chunk4	4	top-down-inside	1	01
8a522bc5-1a88-40f4-ae6c-b108d7368697	1702677842812	133422869533582872	2	84	1697813353357	1697814590975104	177	2023-10-20T11:49:13.357000000	chunk5	5	top-down-inside	1	01
a115fcec-66be-456c-8c0b-166b8a4db423	1702677842812	133422869574725462	2	83	1697813357472	1697814595087892	142	2023-10-20T11:49:17.472000000	chunk5	5	bottom-up-inside	2	01
575c049c-93c9-4338-8f3b-f77ef233259b	1702677842812	133422869576648103	2	81	1697813357664	1697814595281174	93	2023-10-20T11:49:17.664000000	chunk4	4	top-down-inside	1	01
ac23789d-6576-45e5-a90d-7c4a921176b9	1702677842812	133422869580278796	2	87	1697813358026	1697814595644527	180	2023-10-20T11:49:18.026000000	chunk5	5	top-down-inside	1	01
9c3bc562-2e5d-4ebe-a5bb-11f5e391953e	1702677842812	133422869582547099	2	81	1697813358253	1697814595871157	228	2023-10-20T11:49:18.253000000	chunk4	4	top-down-inside	1	01
bfb45e3b-fa01-41df-a757-a8b590fae161	1702677842812	133422869585244753	2	87	1697813358523	1697814596141063	144	2023-10-20T11:49:18.523000000	chunk5	5	top-down-inside	1	01
ccf46994-89d8-411d-b78f-4b135b1a7ec0	1702677842812	133422869728331628	2	84	1697813372832	1697814610449129	260	2023-10-20T11:49:32.832000000	chunk5	5	bottom-up-inside	2	01
ab10a709-f5d2-4b57-ab68-d20b4377cc91	1702677842812	133422869747269397	2	85	1697813374726	1697814612342243	110	2023-10-20T11:49:34.726000000	chunk5	5	bottom-up-inside	2	01
397df06f-3aa0-4246-a559-a0cc3991987c	1702677842812	133422869748896894	2	82	1697813374889	1697814612505499	144	2023-10-20T11:49:34.889000000	chunk4	4	top-down-inside	1	01
4d1c1553-d1de-447e-a6a8-7743e35b774a	1702677842812	133422869751336487	2	84	1697813375133	1697814612748835	116	2023-10-20T11:49:35.133000000	chunk5	5	top-down-inside	1	01
9e899702-85ed-4021-8d01-1480843ea5b7	1702677842812	133422869784400481	2	84	1697813378439	1697814616055017	160	2023-10-20T11:49:38.439000000	chunk5	5	bottom-up-inside	2	01
0606eb7f-bac0-4021-b641-81bb773efd02	1702677842812	133422869790997637	2	75	1697813379098	1697814616714990	211	2023-10-20T11:49:39.098000000	chunk2	2	top-down-inside	1	01
e29fef20-987d-4310-9801-e7434c757133	1702677842812	133422869793608211	2	76	1697813379360	1697814616974881	92	2023-10-20T11:49:39.360000000	chunk2	2	bottom-up-inside	2	01
ff1b994e-8b76-42ab-806e-99113f42d04a	1702677842812	133422869795563723	2	82	1697813379555	1697814617171529	365	2023-10-20T11:49:39.555000000	chunk4	4	top-down-inside	1	01
0b4288b1-108d-4423-8f85-6150d16046ca	1702677842812	133422869800959696	2	82	1697813380095	1697814617711483	1477	2023-10-20T11:49:40.095000000	chunk4	4	bottom-up-inside	2	01
d70316b6-2f96-4bd8-81f9-2d71ba1c0435	1702677842812	133422869819521610	2	83	1697813381951	1697814619567882	636	2023-10-20T11:49:41.951000000	chunk5	5	top-down-inside	1	01
a01dc8c3-5f11-4c8e-ac16-c84671293d65	1702677842812	133422869826586124	2	82	1697813382657	1697814620274463	110	2023-10-20T11:49:42.657000000	chunk4	4	top-down-inside	1	01
057130c1-a39d-4ae4-9210-08882f886905	1702677842812	133422869857822253	2	87	1697813385781	1697814623397360	319	2023-10-20T11:49:45.781000000	chunk5	5	top-down-inside	1	01
3593cec9-c557-4e85-9868-d1ff67082468	1702677842812	133422869865481068	2	87	1697813386547	1697814624163955	651	2023-10-20T11:49:46.547000000	chunk5	5	bottom-up-inside	2	01
96311e9b-68c8-4e5f-9035-03a735646793	1702677842812	133422869872315064	2	83	1697813387230	1697814624847201	463	2023-10-20T11:49:47.230000000	chunk5	5	bottom-up-inside	2	01
a49c9b25-9933-46d5-bf51-97542a618d93	1702677842812	133422869882417111	2	83	1697813388241	1697814625857075	350	2023-10-20T11:49:48.241000000	chunk5	5	bottom-up-inside	2	01
643d8350-8438-46bc-a5d3-f8a641f49469	1702677842812	133422869924241651	2	86	1697813392423	1697814630039837	87	2023-10-20T11:49:52.423000000	chunk5	5	bottom-up-inside	2	01
2b0527ab-4d96-4e8a-8ddb-43c9d044d3ba	1702677842812	133422869925906936	2	87	1697813392590	1697814630206442	180	2023-10-20T11:49:52.590000000	chunk5	5	bottom-up-inside	2	01
1becb27f-e5d2-4f96-9647-f0074a5419e6	1702677842812	133422869928207889	2	86	1697813392820	1697814630436458	906	2023-10-20T11:49:52.820000000	chunk5	5	bottom-up-inside	2	01
8b367d16-d21a-4294-9be5-da53bfe1db9c	1702677842812	133422870075889797	2	84	1697813407588	1697814645204350	205	2023-10-20T11:50:07.588000000	chunk5	5	bottom-up-inside	2	01
c3ef225f-c778-4cdd-a328-8c40bb7a4f31	1702677842812	133422870261541656	2	86	1697813426153	1697814663768560	307	2023-10-20T11:50:26.153000000	chunk5	5	bottom-up-inside	2	01
7a695ddc-c469-4ecb-bf50-f95c5327e869	1702677842812	133422870296753044	2	95	1697813429674	1697814667288064	114	2023-10-20T11:50:29.674000000	after	7	top-down-outside	3	01
14c57b42-f634-4d98-9951-3ddbc5029834	1702677842812	133422870298532099	2	87	1697813429852	1697814667468015	143	2023-10-20T11:50:29.852000000	chunk5	5	top-down-inside	1	01
0ee3ecd9-bde9-4484-8cb7-d9eb6726562d	1702677842812	133422870300332492	2	81	1697813430032	1697814667647961	957	2023-10-20T11:50:30.032000000	chunk4	4	top-down-inside	1	01
7547680d-d811-4a01-b8f3-83a93cee9e7d	1702677842812	133422870310331979	2	87	1697813431032	1697814668647843	1607	2023-10-20T11:50:31.032000000	chunk5	5	top-down-inside	1	01
f65a5464-a645-4a26-958b-da6a586a0203	1702677842812	133422870328895922	2	89	1697813432888	1697814670504221	264	2023-10-20T11:50:32.888000000	chunk5	5	bottom-up-inside	2	01
e4450520-3712-4eab-9f58-4e87dbe7315f	1702677842812	133422870355859872	2	89	1697813435585	1697814673200549	251	2023-10-20T11:50:35.585000000	chunk5	5	bottom-up-inside	2	01
19224bb7-cb18-45f6-b710-aac03e7315c0	1702677842812	133422871143870110	2	83	1697813514386	1697814751999806	193	2023-10-20T11:51:54.386000000	chunk5	5	bottom-up-inside	2	01
2119df51-bde8-484d-9913-b611dafccb31	1702677842812	133422871146233010	2	83	1697813514622	1697814752233067	111	2023-10-20T11:51:54.622000000	chunk5	5	bottom-up-inside	2	01
e3f78d39-577d-492d-905a-8dfeedbb997b	1702677842812	133422871223874896	2	87	1697813522386	1697814759998669	463	2023-10-20T11:52:02.386000000	chunk5	5	bottom-up-inside	2	01
12cdecd5-2bc7-48a6-9e1f-18ecfcd41b79	1702677842812	133422871229164576	2	82	1697813522916	1697814760528679	423	2023-10-20T11:52:02.916000000	chunk4	4	top-down-inside	1	01
e9ceed17-91c8-48bb-94a9-3907a5a2bc4b	1702677842812	133422871233727598	2	82	1697813523372	1697814760985206	133	2023-10-20T11:52:03.372000000	chunk4	4	bottom-up-inside	2	01
f842f681-5d68-44bb-829c-f2295f5cbb08	1702677842812	133422871235395747	2	86	1697813523538	1697814761151851	289	2023-10-20T11:52:03.538000000	chunk5	5	top-down-inside	1	01
03d3b28b-83b2-4e4d-a5c0-6419ce865786	1702677842812	133422871333229079	2	85	1697813533321	1697814770933849	443	2023-10-20T11:52:13.321000000	chunk5	5	bottom-up-inside	2	01
f7a06d8e-b5a3-4228-a843-f460b01b9e09	1702677842812	133422871338052931	2	83	1697813533804	1697814771417150	174	2023-10-20T11:52:13.804000000	chunk5	5	bottom-up-inside	2	01
e71b0065-87c1-4c99-8964-d9b9f2f0fccd	1702677842812	133422871340314139	2	84	1697813534030	1697814771643795	204	2023-10-20T11:52:14.030000000	chunk5	5	bottom-up-inside	2	01
d05c2316-b2fd-4e3f-bba9-08341750969e	1702677842812	133422871351821441	2	83	1697813535181	1697814772793583	173	2023-10-20T11:52:15.181000000	chunk5	5	bottom-up-inside	2	01
6675216b-f02b-48b7-8677-484174deda1e	1702677842812	133422871478766911	2	82	1697813547875	1697814785488516	112	2023-10-20T11:52:27.875000000	chunk4	4	top-down-inside	1	01
b765bcaf-4fd0-4bc6-92f3-e37d4fad94a7	1702677842812	133422871480433039	2	81	1697813548042	1697814785655249	150	2023-10-20T11:52:28.042000000	chunk4	4	bottom-up-inside	2	01
460a808a-0a87-4c75-b382-852b0a467061	1702677842812	133422871482235286	2	82	1697813548222	1697814785835199	119	2023-10-20T11:52:28.222000000	chunk4	4	bottom-up-inside	2	01
8aac9786-158c-4bcb-8540-a603246baab4	1702677842812	133422872132156188	2	76	1697813613214	1697814850826260	384	2023-10-20T11:53:33.214000000	chunk2	2	top-down-inside	1	01
abe7f08d-cfae-4b06-9d41-1044bda8b454	1702677881561	133422872185721718	3	26	1697813618571	1697814856182206	1710	2023-10-20T11:53:38.571000000	chunk3	3	top-down-inside	1	01
a3b00333-0736-47b2-a912-e934528b5d16	1702677881561	133422872221878825	3	33	1697813622187	1697814859798366	3067	2023-10-20T11:53:42.187000000	chunk4	4	top-down-inside	1	01
f814051e-f942-41f7-9888-92094be54928	1702677881561	133422872253134754	3	34	1697813625313	1697814862917969	230	2023-10-20T11:53:45.313000000	chunk4	4	bottom-up-inside	2	01
e14a0f65-1328-496f-b0c3-3571a1b44428	1702677881561	133422872255708857	3	33	1697813625570	1697814863181316	180	2023-10-20T11:53:45.570000000	chunk4	4	bottom-up-inside	2	01
74c26316-af2c-4370-b620-4e4d62cc2c83	1702677881561	133422872326937321	3	21	1697813632693	1697814870303669	90	2023-10-20T11:53:52.693000000	chunk2	2	top-down-inside	1	01
0a42a9c2-f286-4898-bfdc-acf2013e2be2	1702677881561	133422872329236681	3	25	1697813632923	1697814870533573	142	2023-10-20T11:53:52.923000000	chunk3	3	top-down-inside	1	01
525db98e-c440-4d18-9b8a-a311370af883	1702677881561	133422872390663974	3	21	1697813639065	1697814876676065	87	2023-10-20T11:53:59.065000000	chunk2	2	top-down-inside	1	01
2d03f057-fd9e-4212-a53c-a3dc3762a31f	1702677881561	133422872403657740	3	25	1697813640364	1697814877975919	234	2023-10-20T11:54:00.364000000	chunk3	3	top-down-inside	1	01
e20dd317-91f7-4bdc-bab9-ceb1895a5b5d	1702677881561	133422872448626269	3	33	1697813644862	1697814882471994	3735	2023-10-20T11:54:04.862000000	chunk4	4	top-down-inside	1	01
6b8deaed-52bb-4877-9126-e52bf3e58fb4	1702677881561	133422872543350551	3	30	1697813654334	1697814891943975	223	2023-10-20T11:54:14.334000000	chunk3	3	top-down-inside	1	01
68bd6c4c-87c8-451b-8c05-ccef82e832dd	1702677881561	133422872552016725	3	23	1697813655200	1697814892810571	317	2023-10-20T11:54:15.200000000	chunk2	2	top-down-inside	1	01
acfeae66-ff64-4f1a-87a7-3fe4d3655b41	1702677881561	133422872792823580	3	33	1697813679281	1697814916890580	2036	2023-10-20T11:54:39.281000000	chunk4	4	top-down-inside	1	01
b86c2f35-72d7-4fd5-9e82-5f1a7411e31f	1702677919494	133422873460211808	4	109	1697813746020	1697814983628144	233	2023-10-20T11:55:46.020000000	chunk2	2	top-down-inside	1	01
17450ad2-c9ae-41f5-b158-1a8120257e20	1702677919494	133422873473842694	4	109	1697813747384	1697814984991267	485	2023-10-20T11:55:47.384000000	chunk2	2	bottom-up-inside	2	01
3dafa07d-1900-4df7-976e-4dedd17444f3	1702677919494	133422873479068815	4	105	1697813747906	1697814985514542	177	2023-10-20T11:55:47.906000000	chunk2	2	bottom-up-inside	2	01
d0d4f479-8a55-49d3-b491-c66125524144	1702677919494	133422873488111483	4	104	1697813748811	1697814986417763	1275	2023-10-20T11:55:48.811000000	chunk1	1	top-down-inside	1	01
abac2970-7a77-49a3-8563-2a7799cb90dd	1702677919494	133422873605624038	4	115	1697813760561	1697814998169522	285	2023-10-20T11:56:00.561000000	chunk3	3	top-down-inside	1	01
6961ecc6-b4fc-48b9-ac9e-94bc30b9af16	1702677919494	133422873703721377	4	107	1697813770371	1697815007978123	504	2023-10-20T11:56:10.371000000	chunk2	2	top-down-inside	1	01
f4712265-bc79-44f2-a3b7-a06d4f12adf8	1702677919494	133422873740538208	4	109	1697813774053	1697815011657629	281	2023-10-20T11:56:14.053000000	chunk2	2	bottom-up-inside	2	01
5cf4c692-e1c8-4331-a03d-f3ed24d2c699	1702677919494	133422873747515433	4	108	1697813774751	1697815012357612	316	2023-10-20T11:56:14.751000000	chunk2	2	bottom-up-inside	2	01
8a45d4a2-bc28-469b-9433-58397d783895	1702677919494	133422873754548620	4	108	1697813775454	1697815013060840	425	2023-10-20T11:56:15.454000000	chunk2	2	bottom-up-inside	2	01
51b06236-974a-40f6-bde7-aa019d17c164	1702677919494	133422873980764655	4	109	1697813798075	1697815035681065	856	2023-10-20T11:56:38.075000000	chunk2	2	bottom-up-inside	2	01
5b1eb547-b778-4153-b9ba-e8aa640e002c	1702677919494	133422874276437848	4	115	1697813827643	1697815065247016	437	2023-10-20T11:57:07.643000000	chunk3	3	top-down-inside	1	01
c33ffbb0-b4fe-495c-a652-26faf0988637	1702677919494	133422874282053918	4	115	1697813828205	1697815065810272	3867	2023-10-20T11:57:08.205000000	chunk3	3	bottom-up-inside	2	01
4543f308-dc39-46c2-a0be-5a57c7424b95	1702677954506	133422874807362816	5	204	1697813880735	1697815118339732	87	2023-10-20T11:58:00.735000000	chunk2	2	top-down-inside	1	01
130abcde-5fa7-4d80-a852-c6df2269982f	1702677954506	133422874809400647	5	196	1697813880939	1697815118543082	416	2023-10-20T11:58:00.939000000	chunk2	2	bottom-up-inside	2	01
bf85cd34-e26f-4dc2-98c2-31177d1bd7dc	1702677954506	133422874813994646	5	197	1697813881399	1697815119002984	320	2023-10-20T11:58:01.399000000	chunk2	2	bottom-up-inside	2	01
14eb46d3-31ec-48f1-bc99-86af6c74efe4	1702677954506	133422874818654140	5	198	1697813881865	1697815119466242	164	2023-10-20T11:58:01.865000000	chunk2	2	bottom-up-inside	2	01
918217cc-e806-4c21-a770-74a3e1038faf	1702677954506	133422874872921981	5	203	1697813887291	1697815124895548	5618	2023-10-20T11:58:07.291000000	chunk2	2	bottom-up-inside	2	01
55fb1374-3ef2-449d-b2f7-08b9950f900a	1702677954506	133422874947081441	5	197	1697813894707	1697815132311210	370	2023-10-20T11:58:14.707000000	chunk2	2	bottom-up-inside	2	01
ee28fd9f-e545-43dc-b432-ba2acb4ff492	1702677954506	133422874976803295	5	210	1697813897679	1697815135280783	219	2023-10-20T11:58:17.679000000	chunk3	3	top-down-inside	1	01
f3bb6846-f4ea-4122-8685-b0a52db0b02f	1702677954506	133422874984977980	5	204	1697813898496	1697815136100694	167	2023-10-20T11:58:18.496000000	chunk2	2	top-down-inside	1	01
e1c92543-411b-4cc0-ac6b-8f8143361381	1702677954506	133422874987206366	5	210	1697813898719	1697815136323981	227	2023-10-20T11:58:18.719000000	chunk3	3	top-down-inside	1	01
7b426f97-1526-495d-9e40-013ff25c2b68	1702677954506	133422875038519632	5	190	1697813903851	1697815141449929	821	2023-10-20T11:58:23.851000000	chunk1	1	top-down-inside	1	01
526a908e-e388-41c8-8dd5-4e0ed9a0d9f8	1702677954506	133422875101297748	5	216	1697813910129	1697815147732405	296	2023-10-20T11:58:30.129000000	chunk3	3	top-down-inside	1	01
42449150-62d8-4cb4-b514-a9f959cd7c41	1702677954506	133422875116441648	5	197	1697813911643	1697815149232263	382	2023-10-20T11:58:31.643000000	chunk2	2	top-down-inside	1	01
95fd4162-af86-413e-b093-ce199f4592e0	1702677954506	133422875121262302	5	197	1697813912125	1697815149728775	440	2023-10-20T11:58:32.125000000	chunk2	2	bottom-up-inside	2	01
48a2ddd5-212e-40f5-b94a-7b00d5eef812	1702677954506	133422875139925971	5	194	1697813913992	1697815151595241	200	2023-10-20T11:58:33.992000000	chunk2	2	bottom-up-inside	2	01
7382ee66-9434-4d78-85e6-f1f28d767e0f	1702677954506	133422875161120934	5	210	1697813916112	1697815153714879	406	2023-10-20T11:58:36.112000000	chunk3	3	top-down-inside	1	01
0191ffb3-f3a4-4dbb-a0f6-1ff0d273dcb1	1702677954506	133422875170054534	5	192	1697813917004	1697815154608146	236	2023-10-20T11:58:37.004000000	chunk2	2	top-down-inside	1	01
ae295b84-4552-4f0e-92f6-5248d6adc071	1702677954506	133422875203567233	5	214	1697813920356	1697815157957662	185	2023-10-20T11:58:40.356000000	chunk3	3	top-down-inside	1	01
f8da9ecd-267a-4165-9984-2ac2965bc759	1702677954506	133422875240945687	5	205	1697813924094	1697815161697209	633	2023-10-20T11:58:44.094000000	chunk2	2	top-down-inside	1	01
a8a034aa-05d4-4116-8d3f-4665f161428a	1702677954506	133422875256245213	5	196	1697813925624	1697815163226958	124	2023-10-20T11:58:45.624000000	chunk2	2	bottom-up-inside	2	01
c8838196-f5a1-4f68-b237-db7cdcb4c296	1702677954506	133422875267598075	5	193	1697813926759	1697815164360185	612	2023-10-20T11:58:46.759000000	chunk2	2	bottom-up-inside	2	01
10eb5b51-33b1-4b0a-8e5c-064e1166675d	1702677954506	133422875275838522	5	194	1697813927582	1697815165186702	307	2023-10-20T11:58:47.582000000	chunk2	2	bottom-up-inside	2	01
07598c4f-34ee-4ce7-904e-e6a6659cdfc4	1702677954506	133422875346380860	5	211	1697813934637	1697815172239032	1214	2023-10-20T11:58:54.637000000	chunk3	3	top-down-inside	1	01
7473c35e-f85d-4bc5-91b8-a4ac006ae7f8	1702677954506	133422875372667793	5	215	1697813937266	1697815174868658	229	2023-10-20T11:58:57.266000000	chunk3	3	bottom-up-inside	2	01
664f2a68-de6b-4231-8107-de0967926a09	1702677954506	133422875375302441	5	215	1697813937529	1697815175132012	218	2023-10-20T11:58:57.529000000	chunk3	3	bottom-up-inside	2	01
e2121f6c-a763-471b-9a28-2c33109bffaa	1702677954506	133422875378430203	5	216	1697813937842	1697815175441975	203	2023-10-20T11:58:57.842000000	chunk3	3	bottom-up-inside	2	01
5073415c-89f2-4e07-b508-31783c03a25c	1702677954506	133422875382632026	5	215	1697813938262	1697815175865252	190	2023-10-20T11:58:58.262000000	chunk3	3	bottom-up-inside	2	01
6d96a50b-eb1b-4cfd-a922-2da9f278548a	1702677954506	133422875465256095	5	214	1697813946525	1697815184127405	174	2023-10-20T11:59:06.525000000	chunk3	3	bottom-up-inside	2	01
dfb56518-5085-46c6-bd55-4178fb941963	1702677954506	133422875468395542	5	214	1697813946839	1697815184440716	156	2023-10-20T11:59:06.839000000	chunk3	3	bottom-up-inside	2	01
3c970918-eb6c-448f-8289-31bd2d7f75ea	1702677954506	133422875470322737	5	214	1697813947031	1697815184633992	96	2023-10-20T11:59:07.031000000	chunk3	3	bottom-up-inside	2	01
